text,font_size,size_vs_body,is_bold,y_pos,line_length,word_count,is_all_caps,starts_with_number,ends_with_colon,page_num,doc_name,label
contains 152 classes; each class has 20 images. The images people have been recognized with an accuracy rate of,10,0,0,689,111,19,0,0,0,7,8N-ICEEMGenderrecognitionv4.pdf,
have been resized to 50×50 pixels. The training and 100%.,10,0,0,700,57,10,0,0,0,7,8N-ICEEMGenderrecognitionv4.pdf,
7,10,0,0,793,1,1,0,0,0,7,8N-ICEEMGenderrecognitionv4.pdf,
Figure 18: Training and validation progress of the face recognition model on the Faces94 dataset (152 people).,9,-1,0,269,110,17,0,0,0,8,8N-ICEEMGenderrecognitionv4.pdf,
The training and validation progress of the face’s,10,0,0,290,50,8,0,0,0,8,8N-ICEEMGenderrecognitionv4.pdf,
"and “18”, two red arrows pointing to them (see Figure 20)",10,0,0,292,57,11,0,0,0,8,8N-ICEEMGenderrecognitionv4.pdf,
recognition model on the greyscale Sheffield dataset is,10,0,0,301,55,8,0,0,0,8,8N-ICEEMGenderrecognitionv4.pdf,
are explained as follows. The person with code “13” was,10,0,0,303,55,10,0,0,0,8,8N-ICEEMGenderrecognitionv4.pdf,
shown in Figure 19.  The CNN training converges within recognized with an accuracy of 91% as 2 samples were,10,0,0,313,107,19,0,0,0,8,8N-ICEEMGenderrecognitionv4.pdf,
less than 25 iterations. Figure 20 shows the confusion recognized as belonging to the person with code “12” and,10,0,0,324,111,19,0,0,0,8,8N-ICEEMGenderrecognitionv4.pdf,
matrix results of the proposed face recognition model on 20 the remaining 11 samples were recognized correctly. For,10,0,0,336,115,18,0,0,0,8,8N-ICEEMGenderrecognitionv4.pdf,
"people from the Sheffield dataset. The images have been the person with code ""18"", 10 samples are recognized",10,0,0,347,108,18,0,0,0,8,8N-ICEEMGenderrecognitionv4.pdf,
"resized to 50×50 pixels. The numbers shown on the x-y correctly, while one sample is recognized as it belonging to",10,0,0,359,114,20,0,0,0,8,8N-ICEEMGenderrecognitionv4.pdf,
"coordinates are the codes given to each person's name. For the person with code ""15."" Other people were recognized",10,0,0,370,114,19,0,0,0,8,8N-ICEEMGenderrecognitionv4.pdf,
with 100% accuracy.,10,0,0,382,19,3,0,0,0,8,8N-ICEEMGenderrecognitionv4.pdf,
"example, the recognition errors for people with code “13”",10,0,0,383,57,9,0,0,0,8,8N-ICEEMGenderrecognitionv4.pdf,
Figure 19: Training and validation progress of faces recognition model on Sheffield dataset.,9,-1,0,665,92,13,0,0,0,8,8N-ICEEMGenderrecognitionv4.pdf,
8,10,0,0,793,1,1,0,0,0,8,8N-ICEEMGenderrecognitionv4.pdf,
Figure 20: The confusion matrix results of 20 persons from Sheffield Dataset.,9,-1,0,262,77,12,0,0,0,9,8N-ICEEMGenderrecognitionv4.pdf,
"The mentioned results of the colored Faces94 dataset and , 2010, pp. 317-324, doi:",10,0,0,278,82,14,0,0,1,9,8N-ICEEMGenderrecognitionv4.pdf,
Network-based Processing,9,-1,0,279,24,2,0,0,0,9,8N-ICEEMGenderrecognitionv4.pdf,
10.1109/PDP.2010.43.,9,-1,0,288,20,1,1,0,0,9,8N-ICEEMGenderrecognitionv4.pdf,
the greyscale Sheffield dataset proved the robustness of the,10,0,0,289,60,9,0,0,0,9,8N-ICEEMGenderrecognitionv4.pdf,
"[4] Khalajzadeh, H., Mansouri, M., Teshnehlab, M. (2014). Face",9,-1,0,298,62,9,0,0,0,9,8N-ICEEMGenderrecognitionv4.pdf,
"proposed CNN model, and the model is better at dealing",10,0,0,301,54,10,0,0,0,9,8N-ICEEMGenderrecognitionv4.pdf,
Recognition Using Convolutional Neural Network and Simple,9,-1,0,309,57,7,0,0,0,9,8N-ICEEMGenderrecognitionv4.pdf,
with color images than greyscale ones. It can recognize 20,10,0,0,312,58,10,0,0,0,9,8N-ICEEMGenderrecognitionv4.pdf,
"Logistic Classifier. In: Snášel, V., Krömer, P., Köppen, M.,",9,-1,0,320,60,9,0,0,0,9,8N-ICEEMGenderrecognitionv4.pdf,
human images from the color faces94 dataset with 98.94%,10,0,0,324,55,9,0,0,0,9,8N-ICEEMGenderrecognitionv4.pdf,
"Schaefer, G. (eds) Soft Computing in Industrial Applications.",9,-1,0,329,61,8,0,0,0,9,8N-ICEEMGenderrecognitionv4.pdf,
accuracy.,10,0,0,335,9,1,0,0,0,9,8N-ICEEMGenderrecognitionv4.pdf,
"Advances in Intelligent Systems and Computing, vol 223.",9,-1,0,340,55,8,0,0,0,9,8N-ICEEMGenderrecognitionv4.pdf,
"Springer, Cham. https://doi.org/10.1007/978-3-319-00930-8_18",9,-1,0,350,60,3,0,0,0,9,8N-ICEEMGenderrecognitionv4.pdf,
VII. C,10,0,0,355,6,2,1,0,0,9,8N-ICEEMGenderrecognitionv4.pdf,
ONCLUSIONS,8,-2,0,357,10,1,1,0,0,9,8N-ICEEMGenderrecognitionv4.pdf,
"[5] Duffner S., “Face Image Analysis with Convolutional Neural",9,-1,0,362,62,9,0,0,0,9,8N-ICEEMGenderrecognitionv4.pdf,
The first CNN model is for facial gender classification. It,10,0,0,370,59,10,0,0,0,9,8N-ICEEMGenderrecognitionv4.pdf,
Networks.” Dissertation To obtain the doctoral degree the Faculty,9,-1,0,372,65,9,0,0,0,9,8N-ICEEMGenderrecognitionv4.pdf,
of Applied Sciences at the Albert-Ludwigs-University in Freiburg,9,-1,0,381,64,8,0,0,0,9,8N-ICEEMGenderrecognitionv4.pdf,
achieved high accuracy compared to current state-of-art,10,0,0,382,55,7,0,0,0,9,8N-ICEEMGenderrecognitionv4.pdf,
"im Breisgau, Munich, Germany”: GRIN Verlag, (2009).",9,-1,0,391,51,7,0,0,0,9,8N-ICEEMGenderrecognitionv4.pdf,
"methods. Its robustness has been approved, especially",10,0,0,393,53,7,0,0,0,9,8N-ICEEMGenderrecognitionv4.pdf,
"[6] J. Fan, W. Xu, Y. Wu and Y. Gong, ""Human Tracking Using",9,-1,0,402,59,13,0,0,0,9,8N-ICEEMGenderrecognitionv4.pdf,
when trained on the faces94 dataset and tested using a,10,0,0,405,54,10,0,0,0,9,8N-ICEEMGenderrecognitionv4.pdf,
"Convolutional Neural Networks,"" in",9,-1,0,412,34,4,0,0,0,9,8N-ICEEMGenderrecognitionv4.pdf,
IEEE Transactions on,9,-1,0,413,20,3,0,0,0,9,8N-ICEEMGenderrecognitionv4.pdf,
different dataset (Ferret). The binary gender classifier,10,0,0,416,56,7,0,0,0,9,8N-ICEEMGenderrecognitionv4.pdf,
"Neural Networks , vol. 21, no. 10, pp. 1610-1623, Oct. 2010, doi:",9,-1,0,423,65,12,0,0,1,9,8N-ICEEMGenderrecognitionv4.pdf,
"model scores high accuracy on the Celeb Kaggle dataset,",10,0,0,428,55,9,0,0,0,9,8N-ICEEMGenderrecognitionv4.pdf,
10.1109/TNN.2010.2066286.,9,-1,0,433,25,1,1,0,0,9,8N-ICEEMGenderrecognitionv4.pdf,
which is a large dataset (168550 images). The second,10,0,0,439,52,9,0,0,0,9,8N-ICEEMGenderrecognitionv4.pdf,
"[7]  Ihsan Ullah, Aboalsamh H. , Hussain M. , Bebis G. , “ Gender",9,-1,0,443,65,14,0,0,0,9,8N-ICEEMGenderrecognitionv4.pdf,
model is for the face recognition CNN model. Its reliability,10,0,0,451,60,10,0,0,0,9,8N-ICEEMGenderrecognitionv4.pdf,
"Classification from Facial Images Using Texture”, Journal of",9,-1,0,454,60,8,0,0,0,9,8N-ICEEMGenderrecognitionv4.pdf,
has been approved as it can recognize 152 human images,10,0,0,462,54,10,0,0,0,9,8N-ICEEMGenderrecognitionv4.pdf,
"Internet Technology 15(5):801-812, (2014). DOI:",9,-1,0,464,47,5,0,0,1,9,8N-ICEEMGenderrecognitionv4.pdf,
from the color faces94 dataset with 100% accuracy. It can 10.6138/JIT.2014.15.5.10,10,0,0,474,82,11,0,0,0,9,8N-ICEEMGenderrecognitionv4.pdf,
"recognize 20 human images from the Sheffield dataset with [8] Lian H.C., Lu, B. L.,” Multi-view gender classification using",10,0,0,485,123,19,0,0,0,9,8N-ICEEMGenderrecognitionv4.pdf,
"98.94% accuracy. From the results, we can conclude that local binary patterns and support vector machines.” In: Wang, J.",10,0,0,497,120,19,0,0,0,9,8N-ICEEMGenderrecognitionv4.pdf,
"Z., Zurada J.M., Lu B.L., Yin, H. (eds.) ISNN 2006. LNCS, vol.",9,-1,0,505,62,12,0,0,0,9,8N-ICEEMGenderrecognitionv4.pdf,
the binary gender classifier is robust and superior to other,10,0,0,508,60,10,0,0,0,9,8N-ICEEMGenderrecognitionv4.pdf,
"3972, pp. 202–209. Springer, Heidelberg",9,-1,0,516,39,5,0,0,0,9,8N-ICEEMGenderrecognitionv4.pdf,
"researchers' works, and the face recognition model is doing",10,0,0,520,59,9,0,0,0,9,8N-ICEEMGenderrecognitionv4.pdf,
(2006). https://doi.org/10.1007/11760023_30,9,-1,0,526,43,2,0,0,0,9,8N-ICEEMGenderrecognitionv4.pdf,
well in general and better with color face images than,10,0,0,531,54,10,0,0,0,9,8N-ICEEMGenderrecognitionv4.pdf,
"[9] Fekri-Ersha S., “Developing a Gender Classification",9,-1,0,536,55,7,0,0,0,9,8N-ICEEMGenderrecognitionv4.pdf,
grayscale ones. It needs more testing on more datasets.,10,0,0,543,55,9,0,0,0,9,8N-ICEEMGenderrecognitionv4.pdf,
Approach in Human Face Images using Modified Local Binary,9,-1,0,547,57,9,0,0,0,9,8N-ICEEMGenderrecognitionv4.pdf,
"Patterns and Tani-Moto based Nearest Neighbor Algorithm”,",9,-1,0,557,57,7,0,0,0,9,8N-ICEEMGenderrecognitionv4.pdf,
VIII.  S D,10,0,0,562,10,3,1,0,0,9,8N-ICEEMGenderrecognitionv4.pdf,
TATEMENTS AND ECLARATIONS,8,-2,0,564,25,3,1,0,0,9,8N-ICEEMGenderrecognitionv4.pdf,
"International Journal of Signal Processing, Image Processing and",9,-1,0,567,64,8,0,0,0,9,8N-ICEEMGenderrecognitionv4.pdf,
"The author confirms that there is no conflict of interest Pattern Recognition Vol. 12, No. 4, pp.1-12, (2019).",10,0,0,578,110,18,0,0,0,9,8N-ICEEMGenderrecognitionv4.pdf,
http//dx.doi.org/10.33832/ijsip.2019.12.4.01,9,-1,0,588,44,1,0,0,0,9,8N-ICEEMGenderrecognitionv4.pdf,
and there are no financial funds.,10,0,0,589,33,6,0,0,0,9,8N-ICEEMGenderrecognitionv4.pdf,
"[10] Wang C., Huang D., Wang Y., Zhang G.,""Facial image-based",9,-1,0,599,61,10,0,0,0,9,8N-ICEEMGenderrecognitionv4.pdf,
"IX. R  gender classification using Local Circular Patterns,""",10,0,0,609,60,8,0,0,0,9,8N-ICEEMGenderrecognitionv4.pdf,
Proceedings,9,-1,0,610,11,1,0,0,0,9,8N-ICEEMGenderrecognitionv4.pdf,
EFERENCES,8,-2,0,611,9,1,1,0,0,9,8N-ICEEMGenderrecognitionv4.pdf,
of the 21st International Conference on Pattern Recognition,9,-1,0,620,59,8,0,0,0,9,8N-ICEEMGenderrecognitionv4.pdf,
"[1] Tivive F. H. C. and Bouzerdoum A., ""A Gender Recognition , 2012, pp. 2432-2435.",9,-1,0,630,83,15,0,0,0,9,8N-ICEEMGenderrecognitionv4.pdf,
(ICPR2012),9,-1,0,631,10,1,1,0,0,9,8N-ICEEMGenderrecognitionv4.pdf,
"System using Shunting Inhibitory Convolutional Neural [11] Sajja, T.K., Kalluri, H.K. “Gender classification based on",9,-1,0,641,117,15,0,0,0,9,8N-ICEEMGenderrecognitionv4.pdf,
face images of local binary pattern using support vector machine,9,-1,0,650,64,10,0,0,0,9,8N-ICEEMGenderrecognitionv4.pdf,
"Networks,""",9,-1,0,651,10,1,0,0,0,9,8N-ICEEMGenderrecognitionv4.pdf,
The 2006 IEEE International Joint Conference on,9,-1,0,652,47,7,0,0,0,9,8N-ICEEMGenderrecognitionv4.pdf,
", 2006, pp. 5336-5341, doi:",9,-1,0,661,27,5,0,0,1,9,8N-ICEEMGenderrecognitionv4.pdf,
Neural Network Proceedings and back propagation neural networks.” Adv. Modell. Anal.,9,-1,0,662,84,11,0,0,0,9,8N-ICEEMGenderrecognitionv4.pdf,
"B 62 (1), 31–35, (2019). DOI:10.18280/ama_b.620105",9,-1,0,671,50,6,0,0,0,9,8N-ICEEMGenderrecognitionv4.pdf,
10.1109/IJCNN.2006.247311.,9,-1,0,672,26,1,1,0,0,9,8N-ICEEMGenderrecognitionv4.pdf,
"[2] Lecun Y., Bottou L., Bengio Y. and Haffner P., ""Gradient-",9,-1,0,682,61,11,0,0,0,9,8N-ICEEMGenderrecognitionv4.pdf,
"[12] Sumi T.A., Hossain M.S., Islam R.U., Andersson K.,”",9,-1,0,683,56,9,0,0,0,9,8N-ICEEMGenderrecognitionv4.pdf,
"based learning applied to document recognition,"" in Human Gender Detection from Facial Images Using Convolution",9,-1,0,692,111,15,0,0,0,9,8N-ICEEMGenderrecognitionv4.pdf,
Proceedings,9,-1,0,693,11,1,0,0,0,9,8N-ICEEMGenderrecognitionv4.pdf,
"Neural Network. In: Mahmud M., Kaiser M.S., Kasabov N.,",9,-1,0,702,55,9,0,0,0,9,8N-ICEEMGenderrecognitionv4.pdf,
", vol. 86, no. 11, pp. 2278-2324, Nov. 1998, doi:",9,-1,0,703,49,10,0,0,1,9,8N-ICEEMGenderrecognitionv4.pdf,
of the IEEE,9,-1,0,704,11,3,0,0,0,9,8N-ICEEMGenderrecognitionv4.pdf,
"Iftekharuddin K., Zhong N. (eds) Applied Intelligence and",9,-1,0,712,57,8,0,0,0,9,8N-ICEEMGenderrecognitionv4.pdf,
10.1109/5.726791.,9,-1,0,713,17,1,0,0,0,9,8N-ICEEMGenderrecognitionv4.pdf,
"[3] Strigl D., Kofler K. and Podlipnig S., ""Performance and Informatics. AII 2021. Communications in Computer and",9,-1,0,723,113,17,0,0,0,9,8N-ICEEMGenderrecognitionv4.pdf,
"Information Science, vol 1435. Springer, Cham.",9,-1,0,733,46,6,0,0,0,9,8N-ICEEMGenderrecognitionv4.pdf,
"Scalability of GPU-Based Convolutional Neural Networks,""",9,-1,0,734,56,6,0,0,0,9,8N-ICEEMGenderrecognitionv4.pdf,
2010,9,-1,0,735,4,1,0,0,0,9,8N-ICEEMGenderrecognitionv4.pdf,
"https://doi.org/10.1007/978-3-030-82269-9_15, (2021)..",9,-1,0,743,54,2,0,0,0,9,8N-ICEEMGenderrecognitionv4.pdf,
"18th Euromicro Conference on Parallel, Distributed and",9,-1,0,745,54,7,0,0,0,9,8N-ICEEMGenderrecognitionv4.pdf,
9,10,0,0,793,1,1,0,0,0,9,8N-ICEEMGenderrecognitionv4.pdf,
"[13] Nazir M, Ishtiaq M, Batool A, Jaffar MA, Mirza AM. [30] ELKarazle, K., Raman, V., Then, P. (2022). Facial Gender",9,-1,0,53,117,21,0,0,0,10,8N-ICEEMGenderrecognitionv4.pdf,
"Classification Using Deep Learning. In: , et al. Proceedings of the",9,-1,0,63,67,11,0,0,0,10,8N-ICEEMGenderrecognitionv4.pdf,
“Feature selection for efficient gender classification.” In:,9,-1,0,65,60,7,0,0,1,10,8N-ICEEMGenderrecognitionv4.pdf,
Proceedings of the 11th WSEAS International Conference; pp. 13th International Conference on Soft Computing and Pattern,9,-1,0,74,119,16,0,0,0,10,8N-ICEEMGenderrecognitionv4.pdf,
"70–75, (2010). Doi:10.5555/1863431.1863444 Recognition (SoCPaR 2021). SoCPaR 2021. Lecture Notes in",9,-1,0,84,99,11,0,0,0,10,8N-ICEEMGenderrecognitionv4.pdf,
"[14] Berbar, M.A. Three robust features extraction approaches for Networks and Systems, vol 417. Springer, Cham.",9,-1,0,94,112,16,0,0,0,10,8N-ICEEMGenderrecognitionv4.pdf,
"facial gender classification. Vis Comput 30, 19–31 (2014). https://doi.org/10.1007/978-3-030-96302-6_56",9,-1,0,105,103,9,0,0,0,10,8N-ICEEMGenderrecognitionv4.pdf,
https://doi.org/10.1007/s00371-013-0774-8 [31] https://www.visioneng.org.uk/datasets/,9,-1,0,115,85,3,0,0,0,10,8N-ICEEMGenderrecognitionv4.pdf,
"[15] Zehang Sun, Xiaojing Yuan, G. Bebis and S. J. Louis,",9,-1,0,125,57,11,0,0,0,10,8N-ICEEMGenderrecognitionv4.pdf,
"""Neural-network-based gender classification using genetic search",9,-1,0,136,64,6,0,0,0,10,8N-ICEEMGenderrecognitionv4.pdf,
"for eigen-feature selection,""",9,-1,0,146,29,3,0,0,0,10,8N-ICEEMGenderrecognitionv4.pdf,
Proceedings of the 2002,9,-1,0,147,23,4,0,0,0,10,8N-ICEEMGenderrecognitionv4.pdf,
International Joint Conference on Neural Networks. IJCNN'02,9,-1,0,157,59,7,0,0,0,10,8N-ICEEMGenderrecognitionv4.pdf,
", 2002, pp. 2433-2438 vol.3, doi:",9,-1,0,167,33,6,0,0,1,10,8N-ICEEMGenderrecognitionv4.pdf,
(Cat. No.02CH37290),9,-1,0,168,19,2,0,0,0,10,8N-ICEEMGenderrecognitionv4.pdf,
10.1109/IJCNN.2002.1007523.,9,-1,0,177,27,1,1,0,0,10,8N-ICEEMGenderrecognitionv4.pdf,
"[16] Liew S. S., Hani M. K., Radzi S. A. “Gender classification:",9,-1,0,189,64,12,0,0,1,10,8N-ICEEMGenderrecognitionv4.pdf,
a convolutional neural network approach”. Turk J Elec Eng &,9,-1,0,199,59,10,0,0,0,10,8N-ICEEMGenderrecognitionv4.pdf,
"Comp Sci 24: 1248 – 1264, (2016). DOI: 10.3906/elk-1311-58",9,-1,0,208,58,9,0,0,0,10,8N-ICEEMGenderrecognitionv4.pdf,
"[17] Tilki, S., Dogru, H.B., Hameed, A.A., Jamil, A., Rasheed, J.,",9,-1,0,219,66,11,0,0,0,10,8N-ICEEMGenderrecognitionv4.pdf,
"Alimovski, E.,” Gender Classification using Deep Learning",9,-1,0,230,57,7,0,0,0,10,8N-ICEEMGenderrecognitionv4.pdf,
"Techniques.”, Manchester journal of Artificial Intelligence and",9,-1,0,241,63,7,0,0,0,10,8N-ICEEMGenderrecognitionv4.pdf,
"Applied sciences, V. 02, NO: 01, pp 126-131, (2021).",9,-1,0,250,52,9,0,0,0,10,8N-ICEEMGenderrecognitionv4.pdf,
"[18] Althnian, A., Aloboud, N., Alkharashi, N., Alduwaish, F.,",9,-1,0,260,62,9,0,0,0,10,8N-ICEEMGenderrecognitionv4.pdf,
"Alrshoud, M., Kurdi, H.: “Face gender recognition in the wild: an",9,-1,0,272,65,11,0,0,0,10,8N-ICEEMGenderrecognitionv4.pdf,
"extensive performance comparison of deep-learned, hand-crafted,",9,-1,0,281,63,6,0,0,0,10,8N-ICEEMGenderrecognitionv4.pdf,
and fused features with deep and traditional models.” journal,9,-1,0,293,61,9,0,0,0,10,8N-ICEEMGenderrecognitionv4.pdf,
"Applied Sciences, ISSN: 2076-3417,  Volume: 11 Issue: 89, pp:",9,-1,0,301,61,9,0,0,1,10,8N-ICEEMGenderrecognitionv4.pdf,
102-451 (2021).,9,-1,0,312,15,2,0,0,0,10,8N-ICEEMGenderrecognitionv4.pdf,
"[19] Serna, I., Peña, A., Morales, A., Fierrez, J., “InsideBias:",9,-1,0,322,64,10,0,0,1,10,8N-ICEEMGenderrecognitionv4.pdf,
measuring bias in deep networks and application to face gender,9,-1,0,332,62,10,0,0,0,10,8N-ICEEMGenderrecognitionv4.pdf,
"biometrics.”. 25th ICPR 2020, pp. 3720–3727. IEEE (2021).",9,-1,0,343,57,8,0,0,0,10,8N-ICEEMGenderrecognitionv4.pdf,
"[20] Mahmud, M., Kaiser, M.S., McGinnity, T.M. et al. Deep",9,-1,0,353,58,10,0,0,0,10,8N-ICEEMGenderrecognitionv4.pdf,
"Learning in Mining Biological Data. Cogn Comput 13, 1–33",9,-1,0,363,56,9,0,0,0,10,8N-ICEEMGenderrecognitionv4.pdf,
(2021). https://doi.org/10.1007/s12559-020-09773-x,9,-1,0,374,50,2,0,0,0,10,8N-ICEEMGenderrecognitionv4.pdf,
"[21] Mahmud M, Kaiser MS, Hussain A, Vassanelli S.",9,-1,0,384,50,9,0,0,0,10,8N-ICEEMGenderrecognitionv4.pdf,
Applications of Deep Learning and Reinforcement Learning to,9,-1,0,394,59,8,0,0,0,10,8N-ICEEMGenderrecognitionv4.pdf,
Biological Data. IEEE Trans Neural Netw Learn Syst. 2018,9,-1,0,405,56,9,0,0,0,10,8N-ICEEMGenderrecognitionv4.pdf,
Jun;29(6):2063-2079. doi:10.1109/TNNLS.2018.2790388.,9,-1,0,415,52,2,0,0,0,10,8N-ICEEMGenderrecognitionv4.pdf,
PMID: 29771663.,9,-1,0,426,15,2,1,0,0,10,8N-ICEEMGenderrecognitionv4.pdf,
[22]  http://cswww.essex.ac.uk/mv/allfaces/faces94.html,9,-1,0,436,55,2,0,0,0,10,8N-ICEEMGenderrecognitionv4.pdf,
"[23] F. S. Samaria and A. C. Harter, ""Parameterisation of a",9,-1,0,446,59,11,0,0,0,10,8N-ICEEMGenderrecognitionv4.pdf,
"stochastic model for human face identification,"" Proceedings of",9,-1,0,457,63,8,0,0,0,10,8N-ICEEMGenderrecognitionv4.pdf,
", 1994,",9,-1,0,467,7,2,0,0,0,10,8N-ICEEMGenderrecognitionv4.pdf,
1994 IEEE Workshop on Applications of Computer Vision,9,-1,0,468,53,8,0,1,0,10,8N-ICEEMGenderrecognitionv4.pdf,
"pp. 138-142, doi: 10.1109/ACV.1994.341300.",9,-1,0,477,42,4,0,0,0,10,8N-ICEEMGenderrecognitionv4.pdf,
"[24] Phillips, P.J., Wechsler, H., Huang, J., Rauss, P.: The FERET",9,-1,0,488,66,11,0,0,0,10,8N-ICEEMGenderrecognitionv4.pdf,
database and evaluation procedure for face classification,9,-1,0,498,57,7,0,0,0,10,8N-ICEEMGenderrecognitionv4.pdf,
"algorithms. Image Vision Computing 16(5), pp: 295–306 (1998).",9,-1,0,508,61,8,0,0,0,10,8N-ICEEMGenderrecognitionv4.pdf,
https://doi.org/10.1016/S0262-8856(97)00070-X,9,-1,0,519,45,1,0,0,0,10,8N-ICEEMGenderrecognitionv4.pdf,
"[25] Mahesh, V.G.V., Raj, A.N.J. (2018). Zernike Moments and",9,-1,0,529,60,9,0,0,0,10,8N-ICEEMGenderrecognitionv4.pdf,
Machine Learning Based Gender Classification Using Facial,9,-1,0,539,57,7,0,0,0,10,8N-ICEEMGenderrecognitionv4.pdf,
"Images. In: Abraham, A., Cherukuri, A., Madureira, A., Muda, A.",9,-1,0,550,63,10,0,0,0,10,8N-ICEEMGenderrecognitionv4.pdf,
(eds) Proceedings of the Eighth International Conference on Soft,9,-1,0,560,64,9,0,0,0,10,8N-ICEEMGenderrecognitionv4.pdf,
Computing and Pattern Recognition (SoCPaR 2016). SoCPaR,9,-1,0,570,55,7,0,0,0,10,8N-ICEEMGenderrecognitionv4.pdf,
"2016. Advances in Intelligent Systems and Computing, vol 614.",9,-1,0,581,61,9,0,0,0,10,8N-ICEEMGenderrecognitionv4.pdf,
"Springer, Cham. https://doi.org/10.1007/978-3-319-60618-7_39",9,-1,0,591,60,3,0,0,0,10,8N-ICEEMGenderrecognitionv4.pdf,
"[26] Kishore G D K, Mukamalla B.R., Detecting Human and",9,-1,0,602,55,10,0,0,0,10,8N-ICEEMGenderrecognitionv4.pdf,
Classification of Gender using Facial Images MSIFT Features,9,-1,0,612,59,8,0,0,0,10,8N-ICEEMGenderrecognitionv4.pdf,
"Based GSVM, International Journal of Recent Technology and",9,-1,0,622,58,8,0,0,0,10,8N-ICEEMGenderrecognitionv4.pdf,
"Engineering (IJRTE) ISSN: 2277-3878, Volume-8 Issue-3,",9,-1,0,633,54,6,0,0,0,10,8N-ICEEMGenderrecognitionv4.pdf,
September (2019).,9,-1,0,643,17,2,0,0,0,10,8N-ICEEMGenderrecognitionv4.pdf,
"[27] Al-wajih E., Ahmed M., “A New Application for Gabor",9,-1,0,653,56,10,0,0,0,10,8N-ICEEMGenderrecognitionv4.pdf,
"Filters in Face-Based Gender Classification”, International Arab",9,-1,0,664,64,7,0,0,0,10,8N-ICEEMGenderrecognitionv4.pdf,
"Journal of Information Technology 17(2), (2020), DOI:",9,-1,0,674,53,7,0,0,1,10,8N-ICEEMGenderrecognitionv4.pdf,
10.34028/iajit/17/2/5.,9,-1,0,684,22,1,0,0,0,10,8N-ICEEMGenderrecognitionv4.pdf,
[28] https://www.kaggle.com/ashishjangra27/gender-recognition-,9,-1,0,695,62,2,0,0,0,10,8N-ICEEMGenderrecognitionv4.pdf,
200k-images-celeba .,9,-1,0,705,20,2,0,0,0,10,8N-ICEEMGenderrecognitionv4.pdf,
"[29] S. Yang, P. Luo, C. Loy and X. Tang, ""From Facial Parts",9,-1,0,715,60,13,0,0,0,10,8N-ICEEMGenderrecognitionv4.pdf,
"Responses to Face Detection: A Deep Learning Approach,"" IEEE",9,-1,0,726,60,9,0,0,0,10,8N-ICEEMGenderrecognitionv4.pdf,
"International Conference on Computer Vision (ICCV), Santiago,",9,-1,0,736,61,7,0,0,0,10,8N-ICEEMGenderrecognitionv4.pdf,
"Chile, 2015 pp. 3676-3684, (2015). doi: 10.1109/ICCV.2015.419",9,-1,0,746,61,7,0,0,0,10,8N-ICEEMGenderrecognitionv4.pdf,
10,10,0,0,793,2,1,0,0,0,10,8N-ICEEMGenderrecognitionv4.pdf,
View publication stats,4,-6,0,833,22,3,0,0,0,10,8N-ICEEMGenderrecognitionv4.pdf,
Application form for grant of LTC advance,12,2,1,106,41,7,0,0,0,0,E0CCG5S239.pdf,
Name of the Government Servant,10,0,0,133,30,5,0,0,0,0,E0CCG5S239.pdf,
1.,10,0,1,136,2,1,0,0,0,0,E0CCG5S239.pdf,
Designation,10,0,0,151,11,1,0,0,0,0,E0CCG5S239.pdf,
2.,10,0,1,154,2,1,0,0,0,0,E0CCG5S239.pdf,
Date of entering the Central Government,10,0,0,169,39,6,0,0,0,0,E0CCG5S239.pdf,
3.,10,0,1,181,2,1,0,0,0,0,E0CCG5S239.pdf,
Service,10,0,0,187,7,1,0,0,0,0,E0CCG5S239.pdf,
PAY + SI + NPA,10,0,0,205,14,5,1,0,0,0,E0CCG5S239.pdf,
4.,10,0,1,208,2,1,0,0,0,0,E0CCG5S239.pdf,
Whether permanent or temporary,10,0,0,223,30,4,0,0,0,0,E0CCG5S239.pdf,
5.,10,0,1,226,2,1,0,0,0,0,E0CCG5S239.pdf,
6. Home Town as recorded in the Service Book,10,0,1,241,44,9,0,0,0,0,E0CCG5S239.pdf,
Whether wife / husband is employed and if,10,0,0,253,41,8,0,0,0,0,E0CCG5S239.pdf,
7.,10,0,1,265,2,1,0,0,0,0,E0CCG5S239.pdf,
so whether entitled to LTC,10,0,0,271,26,5,0,0,0,0,E0CCG5S239.pdf,
Whether the concession is to be availed for,10,0,0,289,43,8,0,0,0,0,E0CCG5S239.pdf,
visiting home town and if so block for which,10,0,0,307,44,9,0,0,0,0,E0CCG5S239.pdf,
8.,10,0,1,310,2,1,0,0,0,0,E0CCG5S239.pdf,
LTC is to be availed.,10,0,0,324,21,5,0,0,0,0,E0CCG5S239.pdf,
(a) If the concession is to visit anywhere in,10,0,0,342,45,9,0,0,0,0,E0CCG5S239.pdf,
"India, the place to be visited.",10,0,0,360,31,6,0,0,0,0,E0CCG5S239.pdf,
9.,10,0,1,363,2,1,0,0,0,0,E0CCG5S239.pdf,
(b) Block for which to be availed.,10,0,0,377,34,7,0,0,0,0,E0CCG5S239.pdf,
Single rail fare/bus fare from the,10,0,0,396,34,6,0,0,0,0,E0CCG5S239.pdf,
headquarters to home town/place of visit by,10,0,0,413,43,7,0,0,0,0,E0CCG5S239.pdf,
10.,10,0,1,416,3,1,0,0,0,0,E0CCG5S239.pdf,
shortest route.,10,0,0,431,15,2,0,0,0,0,E0CCG5S239.pdf,
